Fecha;Año;Mes;Cliente;País;Producto;Valor;MétodoDePago
25/10/2019;2019;oct;Ramon Prieto;España;Producto D;600,00 €;Tarjeta de crédito
25/10/2019;2019;oct;Ramon Lorenzo;España;Producto C;200,00 €;Tarjeta de crédito
25/10/2019;2019;oct;Natalia Arroyo;Colombia;Producto C;200,00 €;Tarjeta de débito
25/10/2019;2019;oct;Emilio Molina;México;Producto B;350,00 €;Transferencia bancaria
25/10/2019;2019;oct;Emilio Rios;Argentina;Producto C;200,00 €;Transferencia bancaria
25/10/2019;2019;oct;Veronica Garrido;Chile;Producto A;500,00 €;Tarjeta de crédito
25/10/2019;2019;oct;Veronica Flores;Colombia;Producto A;500,00 €;Tarjeta de crédito
25/10/2019;2019;oct;Veronica Bermudez;México;Producto C;200,00 €;Tarjeta de crédito
26/10/2019;2019;oct;Ivan Santiago;Argentina;Producto B;350,00 €;Tarjeta de débito
26/10/2019;2019;oct;Ivan Solis;España;Producto B;350,00 €;Transferencia bancaria
26/10/2019;2019;oct;Ivan Palacios;Colombia;Producto B;350,00 €;Transferencia bancaria
26/10/2019;2019;oct;Beatriz Ruiz;Argentina;Producto D;600,00 €;Transferencia bancaria
26/10/2019;2019;oct;Beatriz Vega;México;Producto D;600,00 €;Tarjeta de crédito
26/10/2019;2019;oct;Gonzalo Jimenez;Colombia;Producto C;200,00 €;Tarjeta de crédito
26/10/2019;2019;oct;Gonzalo Nuñez;España;Producto D;600,00 €;Tarjeta de crédito
26/10/2019;2019;oct;Gonzalo Cuesta;Argentina;Producto A;500,00 €;Tarjeta de débito
26/10/2019;2019;oct;Raquel Muñoz;Colombia;Producto D;600,00 €;Transferencia bancaria
26/10/2019;2019;oct;Raquel Castro;México;Producto D;600,00 €;Tarjeta de crédito
26/10/2019;2019;oct;Raquel Crespo;Colombia;Producto B;350,00 €;Tarjeta de débito
26/10/2019;2019;oct;Francisco Redondo;Argentina;Producto A;500,00 €;Transferencia bancaria
26/10/2019;2019;oct;Lorena Ortega;España;Producto B;350,00 €;Tarjeta de débito
26/10/2019;2019;oct;Lorena Moya;México;Producto C;200,00 €;Tarjeta de crédito
26/10/2019;2019;oct;Pablo Pascual;Chile;Producto A;500,00 €;Transferencia bancaria
27/10/2019;2019;oct;Pablo Lorenzo;España;Producto C;200,00 €;Tarjeta de crédito
27/10/2019;2019;oct;Monica Fernandez;España;Producto B;350,00 €;Tarjeta de débito
27/10/2019;2019;oct;Monica Rosales;Colombia;Producto B;350,00 €;Transferencia bancaria
27/10/2019;2019;oct;Monica Rojas;México;Producto C;200,00 €;Tarjeta de crédito
27/10/2019;2019;oct;Monica Tejada;Chile;Producto A;500,00 €;Tarjeta de débito
27/10/2019;2019;oct;alvaro Muñoz;Colombia;Producto C;200,00 €;Transferencia bancaria
28/10/2019;2019;oct;alvaro Gil;México;Producto D;600,00 €;Tarjeta de débito
28/10/2019;2019;oct;Cecilia Rojas;Argentina;Producto D;600,00 €;Tarjeta de débito
28/10/2019;2019;oct;Enrique Pascual;España;Producto C;200,00 €;Transferencia bancaria
28/10/2019;2019;oct;Adriana Molina;Colombia;Producto D;600,00 €;Tarjeta de crédito
28/10/2019;2019;oct;Julio Martin;Argentina;Producto B;350,00 €;Transferencia bancaria
28/10/2019;2019;oct;Julio Blanco;México;Producto C;200,00 €;Tarjeta de crédito
28/10/2019;2019;oct;Julio Cortes;Colombia;Producto C;200,00 €;Tarjeta de débito
28/10/2019;2019;oct;Julio Herrera;España;Producto A;500,00 €;Transferencia bancaria
28/10/2019;2019;oct;Julio Aguilar;Argentina;Producto B;350,00 €;Transferencia bancaria
29/10/2019;2019;oct;Julio Bautista;Colombia;Producto A;500,00 €;Transferencia bancaria
29/10/2019;2019;oct;Silvia Mora;México;Producto B;350,00 €;Transferencia bancaria
29/10/2019;2019;oct;Martin Diaz;Colombia;Producto B;350,00 €;Transferencia bancaria
29/10/2019;2019;oct;oscar Iglesias;Argentina;Producto D;600,00 €;Transferencia bancaria
29/10/2019;2019;oct;oscar Cortes;España;Producto C;200,00 €;Tarjeta de crédito
29/10/2019;2019;oct;Esteban Hernandez;México;Producto D;600,00 €;Tarjeta de crédito
29/10/2019;2019;oct;Esteban Bravo;Chile;Producto A;500,00 €;Transferencia bancaria
29/10/2019;2019;oct;Irene Lorenzo;España;Producto D;600,00 €;Transferencia bancaria
29/10/2019;2019;oct;Irene Bermudez;España;Producto B;350,00 €;Tarjeta de débito
30/10/2019;2019;oct;Irene Arroyo;Colombia;Producto C;200,00 €;Transferencia bancaria
30/10/2019;2019;oct;Irene Parra;México;Producto D;600,00 €;Transferencia bancaria
30/10/2019;2019;oct;Fabian Navarro;Chile;Producto C;200,00 €;Tarjeta de crédito
30/10/2019;2019;oct;Fabian Ortega;Colombia;Producto C;200,00 €;Tarjeta de crédito
30/10/2019;2019;oct;Fabian Izquierdo;México;Producto C;200,00 €;Transferencia bancaria
30/10/2019;2019;oct;Fabian Tejada;Argentina;Producto A;500,00 €;Transferencia bancaria
30/10/2019;2019;oct;Valentina Prieto;España;Producto A;500,00 €;Transferencia bancaria
30/10/2019;2019;oct;Tomas Castro;Colombia;Producto D;600,00 €;Tarjeta de crédito
30/10/2019;2019;oct;Tomas Redondo;Argentina;Producto A;500,00 €;Tarjeta de débito
30/10/2019;2019;oct;Tomas Palacios;México;Producto B;350,00 €;Transferencia bancaria
30/10/2019;2019;oct;Emilia Ramirez;Colombia;Producto C;200,00 €;Tarjeta de débito
31/10/2019;2019;oct;Emilia Suarez;España;Producto C;200,00 €;Tarjeta de crédito
31/10/2019;2019;oct;Emilia Medina;Argentina;Producto C;200,00 €;Transferencia bancaria
31/10/2019;2019;oct;Emilia Pacheco;Colombia;Producto B;350,00 €;Tarjeta de débito
31/10/2019;2019;oct;Nuria Moya;México;Producto A;500,00 €;Transferencia bancaria
31/10/2019;2019;oct;Cristian Molina;Colombia;Producto D;600,00 €;Tarjeta de débito
31/10/2019;2019;oct;Daniela Rodriguez;Argentina;Producto D;600,00 €;Tarjeta de crédito
31/10/2019;2019;oct;Daniela Fuentes;España;Producto C;200,00 €;Tarjeta de crédito
31/10/2019;2019;oct;Daniela Rosales;México;Producto D;600,00 €;Tarjeta de crédito
31/10/2019;2019;oct;Marcos Torres;Chile;Producto D;600,00 €;Tarjeta de crédito
31/10/2019;2019;oct;Marcos Santiago;España;Producto D;600,00 €;Transferencia bancaria
31/10/2019;2019;oct;Marcos Diez;España;Producto D;600,00 €;Transferencia bancaria
31/10/2019;2019;oct;Marcos Carvajal;Colombia;Producto D;600,00 €;Tarjeta de crédito
31/10/2019;2019;oct;Julieta Fernandez;México;Producto B;350,00 €;Tarjeta de crédito
1/11/2019;2019;nov;Julieta Herrera;Chile;Producto B;350,00 €;Transferencia bancaria
1/11/2019;2019;nov;Julieta Fuentes;Colombia;Producto B;350,00 €;Tarjeta de crédito
1/11/2019;2019;nov;Julieta Bravo;México;Producto D;600,00 €;Tarjeta de crédito
1/11/2019;2019;nov;Julieta Abad;Argentina;Producto D;600,00 €;Tarjeta de crédito
1/11/2019;2019;nov;Julieta Bernal;España;Producto A;500,00 €;Tarjeta de débito
1/11/2019;2019;nov;Melina Solis;Colombia;Producto A;500,00 €;Transferencia bancaria
1/11/2019;2019;nov;Adrian Tejada;Argentina;Producto D;600,00 €;Transferencia bancaria
1/11/2019;2019;nov;Noelia Escudero;México;Producto C;200,00 €;Tarjeta de crédito
2/11/2019;2019;nov;Noelia Benitez;Colombia;Producto D;600,00 €;Tarjeta de crédito
2/11/2019;2019;nov;Noelia Montes;España;Producto C;200,00 €;Transferencia bancaria
2/11/2019;2019;nov;Amanda Diaz;Argentina;Producto D;600,00 €;Tarjeta de crédito
2/11/2019;2019;nov;Amanda Dominguez;Colombia;Producto A;500,00 €;Transferencia bancaria
2/11/2019;2019;nov;Amanda Diez;México;Producto B;350,00 €;Tarjeta de crédito
2/11/2019;2019;nov;Felix alvarez;Colombia;Producto C;200,00 €;Transferencia bancaria
2/11/2019;2019;nov;Felix Gil;Argentina;Producto B;350,00 €;Transferencia bancaria
2/11/2019;2019;nov;Felix Medina;España;Producto B;350,00 €;Transferencia bancaria
2/11/2019;2019;nov;Felix Caballero;México;Producto B;350,00 €;Transferencia bancaria
3/11/2019;2019;nov;Jimena Garcia;Chile;Producto A;500,00 €;Tarjeta de débito
3/11/2019;2019;nov;Jimena Prieto;España;Producto B;350,00 €;Tarjeta de crédito
3/11/2019;2019;nov;Nicolas Sanchez;España;Producto A;500,00 €;Transferencia bancaria
3/11/2019;2019;nov;Nicolas Carvajal;Colombia;Producto A;500,00 €;Tarjeta de crédito
3/11/2019;2019;nov;Bianca Molina;México;Producto A;500,00 €;Tarjeta de débito
3/11/2019;2019;nov;Bianca Laguna;Chile;Producto C;200,00 €;Tarjeta de débito
3/11/2019;2019;nov;Mauricio Mariscal;Colombia;Producto B;350,00 €;Transferencia bancaria
3/11/2019;2019;nov;Florencia Vazquez;México;Producto C;200,00 €;Transferencia bancaria
3/11/2019;2019;nov;Florencia Rubio;Argentina;Producto C;200,00 €;Transferencia bancaria
3/11/2019;2019;nov;Florencia Vega;España;Producto A;500,00 €;Transferencia bancaria
3/11/2019;2019;nov;Sebastian Ruiz;Colombia;Producto A;500,00 €;Tarjeta de débito
4/11/2019;2019;nov;Sebastian Gil;Argentina;Producto C;200,00 €;Transferencia bancaria
4/11/2019;2019;nov;Sebastian Ortega;México;Producto C;200,00 €;Tarjeta de débito
4/11/2019;2019;nov;Sebastian Mora;Colombia;Producto C;200,00 €;Transferencia bancaria
4/11/2019;2019;nov;Sebastian Rosales;España;Producto C;200,00 €;Tarjeta de crédito
4/11/2019;2019;nov;Renata Cano;Argentina;Producto C;200,00 €;Tarjeta de crédito
4/11/2019;2019;nov;Renata Escudero;Colombia;Producto A;500,00 €;Tarjeta de débito
4/11/2019;2019;nov;Renata Izquierdo;México;Producto D;600,00 €;Tarjeta de crédito
4/11/2019;2019;nov;Renata Montes;Colombia;Producto D;600,00 €;Tarjeta de crédito
4/11/2019;2019;nov;Joaquin Vazquez;Argentina;Producto C;200,00 €;Tarjeta de crédito
5/11/2019;2019;nov;Joaquin Garrido;España;Producto C;200,00 €;Tarjeta de crédito
5/11/2019;2019;nov;Joaquin Herrera;México;Producto D;600,00 €;Transferencia bancaria
5/11/2019;2019;nov;Joaquin Crespo;Chile;Producto B;350,00 €;Tarjeta de crédito
5/11/2019;2019;nov;Damian Suarez;España;Producto A;500,00 €;Transferencia bancaria
5/11/2019;2019;nov;Damian Bermudez;España;Producto D;600,00 €;Transferencia bancaria
5/11/2019;2019;nov;Damian Roldan;Colombia;Producto C;200,00 €;Tarjeta de débito
5/11/2019;2019;nov;Carolina Gil;México;Producto D;600,00 €;Tarjeta de débito
5/11/2019;2019;nov;Matias Hernandez;Chile;Producto C;200,00 €;Transferencia bancaria
5/11/2019;2019;nov;Matias Garrido;Colombia;Producto D;600,00 €;Tarjeta de crédito
5/11/2019;2019;nov;Matias Delgado;México;Producto A;500,00 €;Tarjeta de crédito
5/11/2019;2019;nov;Matias Saez;Argentina;Producto A;500,00 €;Tarjeta de débito
5/11/2019;2019;nov;Olga Nuñez;España;Producto D;600,00 €;Tarjeta de crédito
5/11/2019;2019;nov;Rodrigo Esteban;Colombia;Producto A;500,00 €;Transferencia bancaria
5/11/2019;2019;nov;Rodrigo Bermudez;Argentina;Producto A;500,00 €;Tarjeta de crédito
5/11/2019;2019;nov;Ainhoa Solis;México;Producto C;200,00 €;Tarjeta de crédito
5/11/2019;2019;nov;Ignacio Mora;Colombia;Producto A;500,00 €;Transferencia bancaria
5/11/2019;2019;nov;Ignacio Carrasco;España;Producto A;500,00 €;Transferencia bancaria
6/11/2019;2019;nov;Ignacio Roldan;Argentina;Producto A;500,00 €;Tarjeta de débito
6/11/2019;2019;nov;Ignacio Tejada;Colombia;Producto A;500,00 €;Transferencia bancaria
6/11/2019;2019;nov;Tamara Ramirez;México;Producto B;350,00 €;Transferencia bancaria
6/11/2019;2019;nov;Tamara Pardo;Colombia;Producto A;500,00 €;Transferencia bancaria
6/11/2019;2019;nov;Rafael Castro;Argentina;Producto C;200,00 €;Tarjeta de crédito
6/11/2019;2019;nov;Belen Martin;España;Producto D;600,00 €;Tarjeta de crédito
6/11/2019;2019;nov;Belen Ramirez;México;Producto D;600,00 €;Tarjeta de débito
6/11/2019;2019;nov;Bruno Herrero;Chile;Producto A;500,00 €;Tarjeta de crédito
6/11/2019;2019;nov;Bruno Benitez;España;Producto B;350,00 €;Transferencia bancaria
6/11/2019;2019;nov;Leticia Pascual;España;Producto C;200,00 €;Tarjeta de débito
6/11/2019;2019;nov;Leticia Redondo;Colombia;Producto D;600,00 €;Tarjeta de débito
7/11/2019;2019;nov;Leonardo Montero;México;Producto D;600,00 €;Transferencia bancaria
7/11/2019;2019;nov;Tania Ramirez;Chile;Producto B;350,00 €;Tarjeta de débito
7/11/2019;2019;nov;Ruben Fernandez;Colombia;Producto B;350,00 €;Tarjeta de crédito
7/11/2019;2019;nov;Ruben Vazquez;México;Producto A;500,00 €;Transferencia bancaria
7/11/2019;2019;nov;Ruben Flores;Argentina;Producto B;350,00 €;Transferencia bancaria
7/11/2019;2019;nov;Ruben Solis;España;Producto B;350,00 €;Tarjeta de crédito
7/11/2019;2019;nov;Olivia Rosales;Colombia;Producto C;200,00 €;Transferencia bancaria
7/11/2019;2019;nov;Olivia Redondo;Argentina;Producto D;600,00 €;Tarjeta de crédito
8/11/2019;2019;nov;Diego Gutierrez;México;Producto C;200,00 €;Transferencia bancaria
8/11/2019;2019;nov;Diego Rubio;Colombia;Producto C;200,00 €;Tarjeta de crédito
8/11/2019;2019;nov;Diego Esteban;España;Producto A;500,00 €;Tarjeta de crédito
8/11/2019;2019;nov;Tobias Cano;Argentina;Producto B;350,00 €;Transferencia bancaria
8/11/2019;2019;nov;Agustina Moreno;Colombia;Producto D;600,00 €;Transferencia bancaria
8/11/2019;2019;nov;Agustina Vazquez;México;Producto D;600,00 €;Tarjeta de crédito
8/11/2019;2019;nov;Agustina Mendez;Colombia;Producto B;350,00 €;Tarjeta de crédito
8/11/2019;2019;nov;Clara Gonzalez;Argentina;Producto C;200,00 €;Transferencia bancaria
8/11/2019;2019;nov;Clara Rodriguez;España;Producto C;200,00 €;Tarjeta de crédito
8/11/2019;2019;nov;Clara Bernal;México;Producto D;600,00 €;Transferencia bancaria
8/11/2019;2019;nov;Juan Carrasco;Chile;Producto D;600,00 €;Tarjeta de crédito
8/11/2019;2019;nov;Juan Blasco;España;Producto B;350,00 €;Transferencia bancaria
8/11/2019;2019;nov;Maria Ramirez;España;Producto C;200,00 €;Transferencia bancaria
8/11/2019;2019;nov;Maria Iglesias;Colombia;Producto D;600,00 €;Transferencia bancaria
9/11/2019;2019;nov;Maria Prieto;México;Producto A;500,00 €;Transferencia bancaria
9/11/2019;2019;nov;Maria Mora;Chile;Producto B;350,00 €;Transferencia bancaria
9/11/2019;2019;nov;Jose Garrido;Colombia;Producto D;600,00 €;Transferencia bancaria
9/11/2019;2019;nov;Jose Herrera;México;Producto C;200,00 €;Tarjeta de crédito
9/11/2019;2019;nov;Ana Santana;Argentina;Producto B;350,00 €;Transferencia bancaria
9/11/2019;2019;nov;Ana Solis;España;Producto B;350,00 €;Tarjeta de débito
9/11/2019;2019;nov;Ana Soria;Colombia;Producto A;500,00 €;Tarjeta de crédito
9/11/2019;2019;nov;Pedro Ortiz;Argentina;Producto C;200,00 €;Tarjeta de crédito
9/11/2019;2019;nov;Pedro Rosales;México;Producto A;500,00 €;Transferencia bancaria
9/11/2019;2019;nov;Pedro Izquierdo;Colombia;Producto A;500,00 €;Transferencia bancaria
9/11/2019;2019;nov;Laura Leon;España;Producto A;500,00 €;Transferencia bancaria
9/11/2019;2019;nov;Laura Pardo;Argentina;Producto D;600,00 €;Transferencia bancaria
9/11/2019;2019;nov;Luis Lorenzo;Colombia;Producto A;500,00 €;Transferencia bancaria
10/11/2019;2019;nov;Marta Mendez;México;Producto C;200,00 €;Tarjeta de crédito
10/11/2019;2019;nov;Carlos Ruiz;Colombia;Producto C;200,00 €;Tarjeta de débito
10/11/2019;2019;nov;Carlos Sanz;Argentina;Producto C;200,00 €;Tarjeta de débito
10/11/2019;2019;nov;Carlos Fuentes;España;Producto B;350,00 €;Tarjeta de crédito
10/11/2019;2019;nov;Carlos Crespo;México;Producto D;600,00 €;Tarjeta de crédito
10/11/2019;2019;nov;Elena Mora;Chile;Producto A;500,00 €;Transferencia bancaria
10/11/2019;2019;nov;Elena Rosales;España;Producto A;500,00 €;Transferencia bancaria
10/11/2019;2019;nov;Miguel Moya;España;Producto D;600,00 €;Tarjeta de crédito
10/11/2019;2019;nov;Miguel Rios;Colombia;Producto D;600,00 €;Tarjeta de crédito
10/11/2019;2019;nov;Carmen Rosales;México;Producto B;350,00 €;Transferencia bancaria
10/11/2019;2019;nov;Carmen Arroyo;Argentina;Producto A;500,00 €;Transferencia bancaria
10/11/2019;2019;nov;Jorge Marin;Chile;Producto D;600,00 €;Tarjeta de crédito
11/11/2019;2019;nov;Jorge Montes;Colombia;Producto A;500,00 €;Transferencia bancaria
11/11/2019;2019;nov;Andres Alonso;México;Producto B;350,00 €;Transferencia bancaria
11/11/2019;2019;nov;Andres Vazquez;Argentina;Producto B;350,00 €;Transferencia bancaria
11/11/2019;2019;nov;Andres Mora;España;Producto C;200,00 €;Tarjeta de crédito
11/11/2019;2019;nov;Isabel Gonzalez;Colombia;Producto A;500,00 €;Transferencia bancaria
11/11/2019;2019;nov;Isabel Garrido;Argentina;Producto A;500,00 €;Tarjeta de crédito
12/11/2019;2019;nov;Isabel Bravo;México;Producto A;500,00 €;Tarjeta de débito
12/11/2019;2019;nov;Isabel Pardo;Colombia;Producto B;350,00 €;Transferencia bancaria
12/11/2019;2019;nov;Roberto Ruiz;España;Producto A;500,00 €;Transferencia bancaria
12/11/2019;2019;nov;Roberto Torres;Argentina;Producto D;600,00 €;Tarjeta de débito
12/11/2019;2019;nov;Sofia Sanchez;Colombia;Producto C;200,00 €;Tarjeta de crédito
12/11/2019;2019;nov;Sofia Iglesias;México;Producto A;500,00 €;Tarjeta de crédito
12/11/2019;2019;nov;Sofia Castillo;Colombia;Producto C;200,00 €;Transferencia bancaria
13/11/2019;2019;nov;Sofia Carvajal;Argentina;Producto C;200,00 €;Transferencia bancaria
13/11/2019;2019;nov;Fernando Marin;España;Producto C;200,00 €;Tarjeta de crédito
13/11/2019;2019;nov;Paula Carrasco;México;Producto B;350,00 €;Transferencia bancaria
13/11/2019;2019;nov;Paula Aguilar;Chile;Producto B;350,00 €;Tarjeta de crédito
13/11/2019;2019;nov;Paula Solis;España;Producto D;600,00 €;Tarjeta de débito
13/11/2019;2019;nov;Sergio Sanz;España;Producto A;500,00 €;Tarjeta de débito
13/11/2019;2019;nov;Sergio Pacheco;Colombia;Producto A;500,00 €;Tarjeta de débito
13/11/2019;2019;nov;Sergio Laguna;México;Producto A;500,00 €;Transferencia bancaria
13/11/2019;2019;nov;David Solis;Chile;Producto C;200,00 €;Tarjeta de crédito
13/11/2019;2019;nov;Patricia Gonzalez;Colombia;Producto C;200,00 €;Transferencia bancaria
13/11/2019;2019;nov;Patricia Leon;México;Producto B;350,00 €;Tarjeta de débito
13/11/2019;2019;nov;Patricia Valero;Argentina;Producto C;200,00 €;Tarjeta de crédito
13/11/2019;2019;nov;Manuel Parra;España;Producto A;500,00 €;Transferencia bancaria
14/11/2019;2019;nov;Manuel Bautista;Colombia;Producto B;350,00 €;Transferencia bancaria
14/11/2019;2019;nov;Cristina Vazquez;Argentina;Producto B;350,00 €;Transferencia bancaria
14/11/2019;2019;nov;Cristina Tejada;México;Producto C;200,00 €;Transferencia bancaria
14/11/2019;2019;nov;Alberto Muñoz;Colombia;Producto D;600,00 €;Tarjeta de crédito
14/11/2019;2019;nov;Alberto Molina;España;Producto A;500,00 €;Tarjeta de crédito
14/11/2019;2019;nov;Alberto Cruz;Argentina;Producto B;350,00 €;Transferencia bancaria
14/11/2019;2019;nov;Daniel Gonzalez;Colombia;Producto C;200,00 €;Tarjeta de crédito
14/11/2019;2019;nov;Daniel Sanchez;México;Producto A;500,00 €;Tarjeta de crédito
14/11/2019;2019;nov;Daniel Bravo;Colombia;Producto C;200,00 €;Tarjeta de crédito
14/11/2019;2019;nov;Daniel Montes;Argentina;Producto C;200,00 €;Tarjeta de débito
14/11/2019;2019;nov;Rosa Herrera;España;Producto D;600,00 €;Tarjeta de crédito
14/11/2019;2019;nov;Rosa Mora;México;Producto C;200,00 €;Tarjeta de crédito
14/11/2019;2019;nov;Vicente Bermudez;Chile;Producto B;350,00 €;Transferencia bancaria
14/11/2019;2019;nov;Pilar Ruiz;España;Producto B;350,00 €;Transferencia bancaria
14/11/2019;2019;nov;Pilar Oliva;España;Producto B;350,00 €;Transferencia bancaria
14/11/2019;2019;nov;Ricardo Rojas;Colombia;Producto D;600,00 €;Transferencia bancaria
15/11/2019;2019;nov;Gloria Torres;México;Producto B;350,00 €;Transferencia bancaria
15/11/2019;2019;nov;Alfonso Serrano;Chile;Producto C;200,00 €;Tarjeta de crédito
15/11/2019;2019;nov;Alfonso Ortiz;Colombia;Producto D;600,00 €;Tarjeta de crédito
15/11/2019;2019;nov;Alfonso Cortes;México;Producto D;600,00 €;Tarjeta de débito
15/11/2019;2019;nov;Alfonso Cuesta;Argentina;Producto A;500,00 €;Transferencia bancaria
15/11/2019;2019;nov;Teresa Ramos;España;Producto C;200,00 €;Tarjeta de crédito
15/11/2019;2019;nov;Teresa Molina;Colombia;Producto A;500,00 €;Transferencia bancaria
15/11/2019;2019;nov;Teresa Santos;Argentina;Producto A;500,00 €;Tarjeta de débito
15/11/2019;2019;nov;Raul Romero;México;Producto A;500,00 €;Transferencia bancaria
15/11/2019;2019;nov;Raul Solis;Colombia;Producto D;600,00 €;Tarjeta de crédito
15/11/2019;2019;nov;Raul Saez;España;Producto B;350,00 €;Tarjeta de débito
15/11/2019;2019;nov;Victoria Martinez;Argentina;Producto D;600,00 €;Transferencia bancaria
15/11/2019;2019;nov;Victoria Diez;Colombia;Producto B;350,00 €;Tarjeta de débito
16/11/2019;2019;nov;Victoria Esteban;México;Producto D;600,00 €;Transferencia bancaria
16/11/2019;2019;nov;Javier Rojas;Colombia;Producto C;200,00 €;Tarjeta de crédito
16/11/2019;2019;nov;Hugo Rodriguez;Argentina;Producto C;200,00 €;Tarjeta de débito
16/11/2019;2019;nov;Hugo Montes;España;Producto A;500,00 €;Transferencia bancaria
16/11/2019;2019;nov;Alicia Gomez;México;Producto B;350,00 €;Tarjeta de crédito
16/11/2019;2019;nov;Alicia Castro;Chile;Producto A;500,00 €;Transferencia bancaria
16/11/2019;2019;nov;Alicia Parra;España;Producto C;200,00 €;Tarjeta de crédito
16/11/2019;2019;nov;Ramon Sanchez;España;Producto C;200,00 €;Transferencia bancaria
16/11/2019;2019;nov;Natalia Santana;Colombia;Producto D;600,00 €;Transferencia bancaria
16/11/2019;2019;nov;Emilio Santiago;México;Producto B;350,00 €;Tarjeta de débito
16/11/2019;2019;nov;Veronica Rojas;Chile;Producto B;350,00 €;Transferencia bancaria
16/11/2019;2019;nov;Ivan Prieto;Colombia;Producto B;350,00 €;Tarjeta de crédito
16/11/2019;2019;nov;Ivan Bermudez;México;Producto B;350,00 €;Transferencia bancaria
16/11/2019;2019;nov;Ivan Crespo;Argentina;Producto C;200,00 €;Tarjeta de débito
16/11/2019;2019;nov;Beatriz Ortiz;España;Producto D;600,00 €;Transferencia bancaria
17/11/2019;2019;nov;Beatriz Iglesias;Colombia;Producto A;500,00 €;Tarjeta de débito
17/11/2019;2019;nov;Beatriz Diez;Argentina;Producto A;500,00 €;Tarjeta de débito
17/11/2019;2019;nov;Beatriz Bravo;México;Producto B;350,00 €;Transferencia bancaria
17/11/2019;2019;nov;Beatriz Pacheco;Colombia;Producto A;500,00 €;Tarjeta de débito
17/11/2019;2019;nov;Gonzalo Molina;España;Producto B;350,00 €;Transferencia bancaria
17/11/2019;2019;nov;Gonzalo Garrido;Argentina;Producto D;600,00 €;Transferencia bancaria
17/11/2019;2019;nov;Gonzalo Santos;Colombia;Producto D;600,00 €;Tarjeta de crédito
17/11/2019;2019;nov;Gonzalo Pardo;México;Producto C;200,00 €;Transferencia bancaria
17/11/2019;2019;nov;Gonzalo Roldan;Colombia;Producto C;200,00 €;Tarjeta de crédito
17/11/2019;2019;nov;Raquel Rios;Argentina;Producto C;200,00 €;Transferencia bancaria
18/11/2019;2019;nov;Raquel Montes;España;Producto C;200,00 €;Transferencia bancaria
18/11/2019;2019;nov;Francisco Valero;México;Producto A;500,00 €;Transferencia bancaria
18/11/2019;2019;nov;Lorena Prieto;Chile;Producto A;500,00 €;Transferencia bancaria
18/11/2019;2019;nov;Lorena Saez;España;Producto A;500,00 €;Transferencia bancaria
18/11/2019;2019;nov;Pablo Gonzalez;España;Producto D;600,00 €;Transferencia bancaria
18/11/2019;2019;nov;Pablo Martinez;Colombia;Producto A;500,00 €;Transferencia bancaria
18/11/2019;2019;nov;Pablo Mariscal;México;Producto C;200,00 €;Transferencia bancaria
18/11/2019;2019;nov;Monica Sanz;Chile;Producto C;200,00 €;Tarjeta de crédito
18/11/2019;2019;nov;Monica Prieto;Colombia;Producto B;350,00 €;Tarjeta de crédito
18/11/2019;2019;nov;Monica Fuentes;México;Producto C;200,00 €;Tarjeta de crédito
18/11/2019;2019;nov;alvaro Pascual;Argentina;Producto B;350,00 €;Transferencia bancaria
18/11/2019;2019;nov;alvaro Franco;España;Producto A;500,00 €;Transferencia bancaria
18/11/2019;2019;nov;Cecilia Molina;Colombia;Producto A;500,00 €;Tarjeta de débito
19/11/2019;2019;nov;Enrique Lorenzo;Argentina;Producto B;350,00 €;Transferencia bancaria
19/11/2019;2019;nov;Adriana Iglesias;México;Producto B;350,00 €;Tarjeta de débito
19/11/2019;2019;nov;Adriana Diez;Colombia;Producto D;600,00 €;Tarjeta de crédito
19/11/2019;2019;nov;Adriana Pascual;España;Producto C;200,00 €;Tarjeta de crédito
19/11/2019;2019;nov;Adriana Montes;Argentina;Producto D;600,00 €;Tarjeta de crédito
19/11/2019;2019;nov;Julio Navarro;Colombia;Producto B;350,00 €;Transferencia bancaria
19/11/2019;2019;nov;Julio Ortega;México;Producto B;350,00 €;Tarjeta de débito
19/11/2019;2019;nov;Julio Cruz;Colombia;Producto C;200,00 €;Tarjeta de crédito
19/11/2019;2019;nov;Martin Reyes;Argentina;Producto C;200,00 €;Tarjeta de crédito
19/11/2019;2019;nov;Gabriela Solis;España;Producto A;500,00 €;Transferencia bancaria
19/11/2019;2019;nov;Gabriela Soria;México;Producto A;500,00 €;Tarjeta de débito
19/11/2019;2019;nov;oscar Castillo;Chile;Producto D;600,00 €;Transferencia bancaria
20/11/2019;2019;nov;Marina Gonzalez;España;Producto B;350,00 €;Transferencia bancaria
20/11/2019;2019;nov;Marina Ramos;España;Producto B;350,00 €;Transferencia bancaria
20/11/2019;2019;nov;Marina Molina;Colombia;Producto D;600,00 €;Tarjeta de crédito
20/11/2019;2019;nov;Marina Cano;México;Producto B;350,00 €;Tarjeta de débito
20/11/2019;2019;nov;Marina Reyes;Chile;Producto C;200,00 €;Tarjeta de crédito
20/11/2019;2019;nov;Marina Blasco;Colombia;Producto A;500,00 €;Tarjeta de crédito
20/11/2019;2019;nov;Esteban Castro;México;Producto A;500,00 €;Transferencia bancaria
20/11/2019;2019;nov;Esteban Oliva;Argentina;Producto D;600,00 €;Tarjeta de crédito
20/11/2019;2019;nov;Irene Martinez;España;Producto B;350,00 €;Tarjeta de débito
20/11/2019;2019;nov;Irene Gutierrez;Colombia;Producto B;350,00 €;Transferencia bancaria
